#name_w_spin,Oxidation,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,f-chi-0-ax,f-chi-1-ax,f-chi-2-ax,f-chi-3-ax,f-Z-0-ax,f-Z-1-ax,f-Z-2-ax,f-Z-3-ax,f-I-0-ax,f-I-1-ax,f-I-2-ax,f-I-3-ax,f-T-0-ax,f-T-1-ax,f-T-2-ax,f-T-3-ax,f-S-0-ax,f-S-1-ax,f-S-2-ax,f-S-3-ax,f-chi-0-eq,f-chi-1-eq,f-chi-2-eq,f-chi-3-eq,f-Z-0-eq,f-Z-1-eq,f-Z-2-eq,f-Z-3-eq,f-I-0-eq,f-I-1-eq,f-I-2-eq,f-I-3-eq,f-T-0-eq,f-T-1-eq,f-T-2-eq,f-T-3-eq,f-S-0-eq,f-S-1-eq,f-S-2-eq,f-S-3-eq,lc-chi-0-ax,lc-chi-1-ax,lc-chi-2-ax,lc-chi-3-ax,lc-Z-0-ax,lc-Z-1-ax,lc-Z-2-ax,lc-Z-3-ax,lc-I-1-ax,lc-I-2-ax,lc-I-3-ax,lc-T-0-ax,lc-T-1-ax,lc-T-2-ax,lc-T-3-ax,lc-S-0-ax,lc-S-1-ax,lc-S-2-ax,lc-S-3-ax,lc-chi-0-eq,lc-chi-1-eq,lc-chi-2-eq,lc-chi-3-eq,lc-Z-0-eq,lc-Z-1-eq,lc-Z-2-eq,lc-Z-3-eq,lc-I-1-eq,lc-I-2-eq,lc-I-3-eq,lc-T-0-eq,lc-T-1-eq,lc-T-2-eq,lc-T-3-eq,lc-S-0-eq,lc-S-1-eq,lc-S-2-eq,lc-S-3-eq,D_lc-chi-1-ax,D_lc-chi-2-ax,D_lc-chi-3-ax,D_lc-Z-1-ax,D_lc-Z-2-ax,D_lc-Z-3-ax,D_lc-T-1-ax,D_lc-T-2-ax,D_lc-T-3-ax,D_lc-S-1-ax,D_lc-S-2-ax,D_lc-S-3-ax,D_lc-chi-1-eq,D_lc-chi-2-eq,D_lc-chi-3-eq,D_lc-Z-1-eq,D_lc-Z-2-eq,D_lc-Z-3-eq,D_lc-T-1-eq,D_lc-T-2-eq,D_lc-T-3-eq,D_lc-S-1-eq,D_lc-S-2-eq,D_lc-S-3-eq,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-2-all,mc-I-3-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all
fe_3_fluoride_fluoride_ammonia_ammonia_ammonia_ammonia,3,130.0761,234.1512,548.9512,901.824,1046.0,2560.0,2406.0,936.0,19.0,36.0,78.0,120.0,114.0,312.0,426.0,336.0,6.4635,17.71,30.6638,32.5896,15.8404,0.0,0.0,0.0,81.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5041,0.0,0.0,0.0,23.7616,40.128,29.04,0.0,52.0,42.0,6.0,0.0,4.0,6.0,6.0,0.0,12.0,18.0,6.0,0.0,0.9732,1.665,0.8214,0.0,15.8404,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5041,0.0,0.0,0.0,9.2416,20.064,0.0,0.0,49.0,21.0,0.0,0.0,3.0,0.0,0.0,9.0,9.0,0.0,0.0,0.5625,0.8325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,0.0,0.0,18.0,0.0,0.0,6.0,0.0,0.0,1.14,0.0,0.0,3.3489,36.8196,48.312,0.0,676.0,1196.0,312.0,0.0,12.0,0.0,108.0,72.0,0.0,1.5625,5.525,5.55,0.0,-9.14,-4.44,0.0,110.0,300.0,0.0,18.0,60.0,0.0,3.08,10.56,0.0
mn_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_hydrogensulfide_hydrogensulfide,2,182.1417,347.776,640.7792,742.868,1637.0,3896.0,4800.0,4264.0,31.0,60.0,106.0,112.0,166.0,384.0,446.0,520.0,13.1965,33.2312,49.0384,53.548,16.3364,22.704,9.68,0.0,258.0,64.0,2.0,0.0,3.0,4.0,2.0,0.0,6.0,8.0,2.0,0.0,1.3142,1.5096,0.2738,0.0,36.7666,62.169,78.204,40.128,124.0,192.0,126.0,42.0,6.0,10.0,14.0,6.0,24.0,44.0,26.0,6.0,2.159,4.0502,3.6858,1.665,6.6564,11.352,0.0,0.0,256.0,32.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0404,0.7548,0.0,0.0,9.2416,7.752,7.752,20.064,49.0,42.0,42.0,21.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,0.5625,0.5775,0.5775,0.8325,0.76,0.0,0.0,30.0,0.0,0.0,2.0,0.0,0.0,1.3,0.0,0.0,0.49,0.49,2.52,1.0,1.0,18.0,-1.0,-3.0,0.0,-0.02,-0.02,1.14,2.4025,26.846,29.45,15.81,625.0,1500.0,700.0,600.0,8.0,4.0,84.0,72.0,96.0,1.9321,7.0056,6.3384,4.2812,-8.02,-6.6,-4.0,90.0,172.0,76.0,22.0,36.0,8.0,3.3,6.56,2.48
mn_3_phosphine_phosphine_water_water_water_water,3,127.0891,235.138,464.413,938.52,1345.0,3408.0,3858.0,1428.0,21.0,40.0,78.0,140.0,118.0,336.0,520.0,464.0,8.2275,23.0392,38.1612,43.1864,19.3161,28.908,29.04,0.0,228.0,90.0,6.0,0.0,4.0,6.0,6.0,0.0,12.0,18.0,6.0,0.0,1.5343,2.3532,0.8214,0.0,21.5136,30.272,9.68,0.0,66.0,32.0,2.0,0.0,3.0,4.0,2.0,0.0,6.0,8.0,2.0,0.0,0.8067,1.0804,0.2738,0.0,4.7961,14.454,0.0,0.0,225.0,45.0,0.0,0.0,3.0,0.0,0.0,9.0,9.0,0.0,0.0,1.1236,1.1766,0.0,0.0,11.8336,15.136,0.0,0.0,64.0,16.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.5329,0.5402,0.0,0.0,-0.03,0.0,0.0,42.0,0.0,0.0,6.0,0.0,0.0,2.07,0.0,0.0,2.48,0.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,0.72,0.0,0.0,2.4025,28.117,47.74,0.0,625.0,1550.0,350.0,0.0,14.0,0.0,120.0,84.0,0.0,1.9321,7.0056,7.2002,0.0,-8.84,-9.1,0.0,88.0,336.0,0.0,16.0,70.0,0.0,3.3,14.28,0.0
fe_2_misc_misc_misc_misc_carbonyl_carbonyl,2,187.0875,349.758,593.4534,657.492,1372.0,2880.0,3848.0,4032.0,29.0,56.0,98.0,92.0,154.0,344.0,376.0,440.0,12.4501,29.876,43.6258,48.8796,18.3361,17.544,0.0,0.0,100.0,96.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.1258,1.1242,0.0,0.0,36.7666,64.668,82.173,33.66,124.0,204.0,120.0,36.0,6.0,10.0,14.0,6.0,24.0,44.0,26.0,6.0,2.159,4.0194,3.6722,1.7094,6.5025,8.772,0.0,0.0,36.0,48.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.5621,0.0,0.0,6.5025,7.752,6.5025,16.83,36.0,42.0,36.0,18.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,0.5929,0.5775,0.5929,0.8547,-0.89,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,-0.49,0.0,1.05,-1.0,0.0,15.0,-1.0,-3.0,0.0,0.02,0.0,1.2,3.3489,27.999,34.8432,18.666,676.0,936.0,1144.0,624.0,6.0,4.0,72.0,60.0,96.0,1.5625,5.775,5.575,3.85,-4.32,-8.06,-2.88,120.0,112.0,80.0,24.0,26.0,8.0,2.88,3.04,1.92
mn_3_misc_misc_misc_misc_carbonyl_carbonyl,3,186.1411,341.19,582.791,651.78,1321.0,2808.0,3760.0,3984.0,29.0,56.0,98.0,92.0,154.0,344.0,376.0,440.0,12.8197,31.1696,44.8746,49.742,18.3361,17.544,0.0,0.0,100.0,96.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.1258,1.1242,0.0,0.0,36.7666,64.668,82.173,33.66,124.0,204.0,120.0,36.0,6.0,10.0,14.0,6.0,24.0,44.0,26.0,6.0,2.159,4.0194,3.6722,1.7094,6.5025,8.772,0.0,0.0,36.0,48.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.5621,0.0,0.0,6.5025,7.752,6.5025,16.83,36.0,42.0,36.0,18.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,0.5929,0.5775,0.5929,0.8547,-0.89,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,-0.49,0.0,1.05,-1.0,0.0,15.0,-1.0,-3.0,0.0,0.02,0.0,1.2,2.4025,23.715,29.512,15.81,625.0,900.0,1100.0,600.0,6.0,4.0,72.0,60.0,96.0,1.9321,6.4218,6.1994,4.2812,-6.0,-9.74,-4.0,114.0,106.0,76.0,24.0,26.0,8.0,3.72,3.88,2.48
mn_3_acetonitrile_acetonitrile_water_water_water_water,3,161.9901,306.93,593.306,844.706,1137.0,2812.0,3022.0,2228.0,25.0,48.0,86.0,116.0,134.0,336.0,432.0,440.0,9.4769,24.7096,37.2566,40.7596,36.7666,62.169,78.204,40.128,124.0,192.0,126.0,42.0,6.0,10.0,14.0,6.0,24.0,44.0,26.0,6.0,2.159,4.0502,3.6858,1.665,21.5136,30.272,9.68,0.0,66.0,32.0,2.0,0.0,3.0,4.0,2.0,0.0,6.0,8.0,2.0,0.0,0.8067,1.0804,0.2738,0.0,9.2416,7.752,7.752,20.064,49.0,42.0,42.0,21.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,0.5625,0.5775,0.5775,0.8325,11.8336,15.136,0.0,0.0,64.0,16.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.5329,0.5402,0.0,0.0,0.49,0.49,2.52,1.0,1.0,18.0,-1.0,-3.0,0.0,-0.02,-0.02,1.14,2.48,0.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,0.72,0.0,0.0,2.4025,30.752,35.185,7.905,625.0,1150.0,500.0,300.0,10.0,2.0,96.0,72.0,48.0,1.9321,6.1438,6.255,2.1406,-10.54,-7.2,-2.0,104.0,230.0,38.0,20.0,48.0,4.0,3.92,9.4,1.24
fe_3_ammonia_ammonia_ammonia_ammonia_carbonyl_carbonyl,3,135.0675,258.7716,485.901,953.2256,1084.0,2440.0,2812.0,1880.0,21.0,40.0,82.0,140.0,122.0,344.0,520.0,456.0,7.7069,20.2584,35.2114,44.6636,18.3361,17.544,0.0,0.0,100.0,96.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.1258,1.1242,0.0,0.0,23.7616,40.128,29.04,0.0,52.0,42.0,6.0,0.0,4.0,6.0,6.0,0.0,12.0,18.0,6.0,0.0,0.9732,1.665,0.8214,0.0,6.5025,8.772,0.0,0.0,36.0,48.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.5621,0.0,0.0,9.2416,20.064,0.0,0.0,49.0,21.0,0.0,0.0,3.0,0.0,0.0,9.0,9.0,0.0,0.0,0.5625,0.8325,0.0,0.0,-0.89,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,2.52,0.0,0.0,18.0,0.0,0.0,6.0,0.0,0.0,1.14,0.0,0.0,3.3489,31.5858,60.9024,0.0,676.0,1040.0,728.0,0.0,14.0,0.0,120.0,84.0,0.0,1.5625,5.675,7.375,0.0,-6.28,-7.66,0.0,116.0,336.0,0.0,16.0,70.0,0.0,2.96,11.6,0.0
fe_3_cyanide_cyanide_cyanide_cyanide_fluoride_fluoride,3,98.0061,128.4816,316.6004,379.6352,1178.0,2520.0,2914.0,2016.0,11.0,20.0,38.0,40.0,58.0,136.0,130.0,64.0,7.1923,15.87,24.3702,22.38,15.8404,0.0,0.0,0.0,81.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5041,0.0,0.0,0.0,15.7441,15.504,0.0,0.0,85.0,84.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.1554,1.155,0.0,0.0,15.8404,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5041,0.0,0.0,0.0,6.5025,7.752,0.0,0.0,36.0,42.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.5775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.49,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,3.3489,33.2328,22.2528,0.0,676.0,1092.0,728.0,0.0,4.0,0.0,60.0,24.0,0.0,1.5625,5.625,3.75,0.0,-7.18,-4.84,0.0,114.0,76.0,0.0,26.0,20.0,0.0,3.0,2.0,0.0
co_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_water,3,208.881,411.2034,754.592,780.14,1415.0,3314.0,3900.0,4130.0,34.0,66.0,116.0,110.0,182.0,408.0,456.0,560.0,13.1893,32.621,46.9946,52.298,29.1401,46.2205,43.942,20.064,95.0,112.0,64.0,21.0,4.5,7.0,8.0,3.0,15.0,26.0,14.0,3.0,1.4829,2.5653,1.9798,0.8325,36.7666,62.169,78.204,40.128,124.0,192.0,126.0,42.0,6.0,10.0,14.0,6.0,24.0,44.0,26.0,6.0,2.159,4.0502,3.6858,1.665,10.5376,11.444,3.876,10.032,56.5,29.0,21.0,10.5,1.5,0.5,1.5,2.5,3.0,2.0,1.5,0.5477,0.5589,0.2888,0.4162,9.2416,7.752,7.752,20.064,49.0,42.0,42.0,21.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,0.5625,0.5775,0.5775,0.8325,1.485,0.245,1.26,7.5,0.5,9.0,0.5,-1.5,0.0,0.35,-0.01,0.57,0.49,0.49,2.52,1.0,1.0,18.0,-1.0,-3.0,0.0,-0.02,-0.02,1.14,3.5344,35.0432,32.242,23.97,729.0,1161.0,864.0,810.0,7.0,5.0,78.0,72.0,120.0,1.5876,5.6448,5.7834,4.851,-7.36,-3.99,-3.35,119.0,157.0,105.0,23.0,30.0,10.0,3.08,4.23,2.45
mn_3_ammonia_ammonia_ammonia_ammonia_acetonitrile_acetonitrile,3,170.9821,341.394,647.466,1053.666,1081.0,2652.0,2946.0,2364.0,29.0,56.0,110.0,156.0,166.0,432.0,612.0,648.0,10.1429,27.2704,44.1566,52.4612,36.7666,62.169,78.204,40.128,124.0,192.0,126.0,42.0,6.0,10.0,14.0,6.0,24.0,44.0,26.0,6.0,2.159,4.0502,3.6858,1.665,23.7616,40.128,29.04,0.0,52.0,42.0,6.0,0.0,4.0,6.0,6.0,0.0,12.0,18.0,6.0,0.0,0.9732,1.665,0.8214,0.0,9.2416,7.752,7.752,20.064,49.0,42.0,42.0,21.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,0.5625,0.5775,0.5775,0.8325,9.2416,20.064,0.0,0.0,49.0,21.0,0.0,0.0,3.0,0.0,0.0,9.0,9.0,0.0,0.0,0.5625,0.8325,0.0,0.0,0.49,0.49,2.52,1.0,1.0,18.0,-1.0,-3.0,0.0,-0.02,-0.02,1.14,2.52,0.0,0.0,18.0,0.0,0.0,6.0,0.0,0.0,1.14,0.0,0.0,2.4025,28.272,48.825,7.905,625.0,1050.0,600.0,300.0,14.0,2.0,120.0,96.0,48.0,1.9321,6.255,8.3122,2.1406,-8.94,-9.8,-2.0,108.0,326.0,38.0,16.0,68.0,4.0,3.84,13.48,1.24
fe_3_water_water_water_water_water_carbonyl,3,129.253,241.189,465.9024,835.976,1106.0,2648.0,2706.0,1400.0,18.0,34.0,62.0,110.0,96.0,268.0,382.0,310.0,6.7218,17.5762,28.723,32.635,19.9248,23.908,4.84,0.0,83.0,64.0,1.0,0.0,2.5,3.0,1.0,0.0,4.0,5.0,1.0,0.0,0.9662,1.1023,0.1369,0.0,21.5136,30.272,9.68,0.0,66.0,32.0,2.0,0.0,3.0,4.0,2.0,0.0,6.0,8.0,2.0,0.0,0.8067,1.0804,0.2738,0.0,9.168,11.954,0.0,0.0,50.0,32.0,0.0,0.0,1.5,0.0,0.0,2.5,2.5,0.0,0.0,0.5629,0.5512,0.0,0.0,11.8336,15.136,0.0,0.0,64.0,16.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.5329,0.5402,0.0,0.0,0.795,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.38,0.0,0.0,2.48,0.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,0.72,0.0,0.0,3.3489,36.1425,46.5552,0.0,676.0,1196.0,468.0,0.0,11.0,0.0,102.0,66.0,0.0,1.5625,5.525,5.5375,0.0,-8.77,-5.31,0.0,110.0,268.0,0.0,19.0,55.0,0.0,3.08,9.32,0.0
fe_2_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl,2,113.3655,161.262,270.6174,526.32,1276.0,2448.0,3576.0,2880.0,13.0,24.0,42.0,60.0,66.0,168.0,192.0,120.0,8.3173,18.2952,28.737,33.726,18.3361,17.544,0.0,0.0,100.0,96.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.1258,1.1242,0.0,0.0,18.3361,17.544,0.0,0.0,100.0,96.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.1258,1.1242,0.0,0.0,6.5025,8.772,0.0,0.0,36.0,48.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.5621,0.0,0.0,6.5025,8.772,0.0,0.0,36.0,48.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.5621,0.0,0.0,-0.89,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,-0.89,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,3.3489,27.999,37.7712,0.0,676.0,936.0,1248.0,0.0,6.0,0.0,72.0,36.0,0.0,1.5625,5.775,5.475,0.0,-4.32,-9.66,0.0,120.0,108.0,0.0,24.0,30.0,0.0,2.88,3.12,0.0
cr_2_carbonyl_carbonyl_carbonyl_carbonyl_cyanide_cyanide,2,107.5882,151.98,260.9438,505.92,1146.0,2280.0,3288.0,2760.0,13.0,24.0,42.0,60.0,66.0,168.0,192.0,120.0,8.4269,18.5416,29.0138,34.034,15.7441,15.504,0.0,0.0,85.0,84.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.1554,1.155,0.0,0.0,18.3361,17.544,0.0,0.0,100.0,96.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.1258,1.1242,0.0,0.0,6.5025,7.752,0.0,0.0,36.0,42.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.5775,0.0,0.0,6.5025,8.772,0.0,0.0,36.0,48.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.5621,0.0,0.0,-0.49,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,-0.89,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,2.7556,25.398,32.9344,0.0,576.0,864.0,1104.0,0.0,6.0,0.0,72.0,36.0,0.0,1.6129,5.8674,5.6134,0.0,-5.34,-9.88,0.0,108.0,98.0,0.0,24.0,30.0,0.0,3.0,3.2,0.0
fe_2_cyanide_cyanide_cyanide_cyanide_carbonyl_carbonyl,2,102.9975,153.102,264.7614,485.52,1216.0,2400.0,3368.0,2640.0,13.0,24.0,42.0,60.0,66.0,168.0,192.0,120.0,8.4357,18.4184,28.937,34.342,18.3361,17.544,0.0,0.0,100.0,96.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.1258,1.1242,0.0,0.0,15.7441,15.504,0.0,0.0,85.0,84.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.1554,1.155,0.0,0.0,6.5025,8.772,0.0,0.0,36.0,48.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.5621,0.0,0.0,6.5025,7.752,0.0,0.0,36.0,42.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.5775,0.0,0.0,-0.89,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,-0.49,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,3.3489,27.999,34.8432,0.0,676.0,936.0,1144.0,0.0,6.0,0.0,72.0,36.0,0.0,1.5625,5.775,5.575,0.0,-4.32,-8.06,0.0,120.0,112.0,0.0,24.0,30.0,0.0,2.88,3.04,0.0
fe_2_water_water_water_water_ammonia_ammonia,2,136.9265,273.9584,537.336,1020.8,1044.0,2604.0,2510.0,1076.0,21.0,40.0,78.0,140.0,118.0,336.0,520.0,464.0,6.7357,18.7016,31.9678,38.1396,23.7616,40.128,29.04,0.0,52.0,42.0,6.0,0.0,4.0,6.0,6.0,0.0,12.0,18.0,6.0,0.0,0.9732,1.665,0.8214,0.0,21.5136,30.272,9.68,0.0,66.0,32.0,2.0,0.0,3.0,4.0,2.0,0.0,6.0,8.0,2.0,0.0,0.8067,1.0804,0.2738,0.0,9.2416,20.064,0.0,0.0,49.0,21.0,0.0,0.0,3.0,0.0,0.0,9.0,9.0,0.0,0.0,0.5625,0.8325,0.0,0.0,11.8336,15.136,0.0,0.0,64.0,16.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.5329,0.5402,0.0,0.0,2.52,0.0,0.0,18.0,0.0,0.0,6.0,0.0,0.0,1.14,0.0,0.0,2.48,0.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,0.72,0.0,0.0,3.3489,36.3072,56.364,0.0,676.0,1196.0,364.0,0.0,14.0,0.0,120.0,84.0,0.0,1.5625,5.525,6.475,0.0,-8.86,-5.18,0.0,110.0,350.0,0.0,16.0,70.0,0.0,3.08,12.32,0.0
fe_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_phosphine,3,206.498,403.4004,742.289,813.87,1524.0,3650.0,4382.0,4560.0,35.0,68.0,122.0,120.0,190.0,432.0,492.0,600.0,13.8918,34.6292,50.8504,57.537,28.0414,45.5385,53.622,20.064,176.0,141.0,66.0,21.0,5.0,8.0,10.0,3.0,18.0,31.0,16.0,3.0,1.8466,3.2017,2.2536,0.8325,36.7666,62.169,78.204,40.128,124.0,192.0,126.0,42.0,6.0,10.0,14.0,6.0,24.0,44.0,26.0,6.0,2.159,4.0502,3.6858,1.665,7.0189,11.103,3.876,10.032,137.0,43.5,21.0,10.5,2.0,0.5,1.5,5.0,5.5,2.0,1.5,0.8431,0.8771,0.2888,0.4162,9.2416,7.752,7.752,20.064,49.0,42.0,42.0,21.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,0.5625,0.5775,0.5775,0.8325,0.23,0.245,1.26,21.5,0.5,9.0,2.5,-1.5,0.0,1.025,-0.01,0.57,0.49,0.49,2.52,1.0,1.0,18.0,-1.0,-3.0,0.0,-0.02,-0.02,1.14,3.3489,31.8237,35.4105,23.3325,676.0,1300.0,858.0,780.0,8.0,5.0,84.0,78.0,120.0,1.5625,6.0125,6.2,4.8125,-6.41,-4.71,-3.6,106.0,175.0,100.0,22.0,35.0,10.0,2.69,5.04,2.4
mn_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_ammonia_ammonia,2,196.9921,385.476,720.684,903.492,1225.0,2952.0,3486.0,3468.0,33.0,64.0,118.0,132.0,182.0,432.0,524.0,608.0,12.5145,32.0408,47.995,54.9724,23.7616,40.128,29.04,0.0,52.0,42.0,6.0,0.0,4.0,6.0,6.0,0.0,12.0,18.0,6.0,0.0,0.9732,1.665,0.8214,0.0,36.7666,62.169,78.204,40.128,124.0,192.0,126.0,42.0,6.0,10.0,14.0,6.0,24.0,44.0,26.0,6.0,2.159,4.0502,3.6858,1.665,9.2416,20.064,0.0,0.0,49.0,21.0,0.0,0.0,3.0,0.0,0.0,9.0,9.0,0.0,0.0,0.5625,0.8325,0.0,0.0,9.2416,7.752,7.752,20.064,49.0,42.0,42.0,21.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,0.5625,0.5775,0.5775,0.8325,2.52,0.0,0.0,18.0,0.0,0.0,6.0,0.0,0.0,1.14,0.0,0.0,0.49,0.49,2.52,1.0,1.0,18.0,-1.0,-3.0,0.0,-0.02,-0.02,1.14,2.4025,28.272,36.27,15.81,625.0,1050.0,750.0,600.0,10.0,4.0,96.0,84.0,96.0,1.9321,6.255,7.367,4.2812,-8.94,-7.9,-4.0,108.0,220.0,76.0,20.0,46.0,8.0,3.84,8.6,2.48
mn_2_water_water_water_water_hydrogensulfide_hydrogensulfide,2,121.1297,225.148,437.2392,832.48,1405.0,3456.0,3940.0,1280.0,19.0,36.0,66.0,120.0,102.0,288.0,426.0,360.0,7.7873,21.1296,34.3752,36.704,16.3364,22.704,9.68,0.0,258.0,64.0,2.0,0.0,3.0,4.0,2.0,0.0,6.0,8.0,2.0,0.0,1.3142,1.5096,0.2738,0.0,21.5136,30.272,9.68,0.0,66.0,32.0,2.0,0.0,3.0,4.0,2.0,0.0,6.0,8.0,2.0,0.0,0.8067,1.0804,0.2738,0.0,6.6564,11.352,0.0,0.0,256.0,32.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0404,0.7548,0.0,0.0,11.8336,15.136,0.0,0.0,64.0,16.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.5329,0.5402,0.0,0.0,0.76,0.0,0.0,30.0,0.0,0.0,2.0,0.0,0.0,1.3,0.0,0.0,2.48,0.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,0.72,0.0,0.0,2.4025,29.326,40.92,0.0,625.0,1600.0,300.0,0.0,12.0,0.0,108.0,72.0,0.0,1.9321,6.8944,6.1716,0.0,-9.62,-7.8,0.0,86.0,288.0,0.0,18.0,60.0,0.0,3.38,12.24,0.0
