#name_w_spin,metal,Oxidation,alpha_d_1,alpha_d_2,alpha_d_3,alpha_d_4,alpha_d_5,npa_metal,npa_c_1,npa_c_2,npa_c_3,npa_c_4,npa_c_5,npa_c_6,ap_1,ap_2,ap_3,ap_4,ap_5
fe_2_misc_misc_misc_misc_misc_cyanide,fe,2,-0.41149,-0.41132,-0.37733,-0.23189,-0.22993,-0.39174,0.41563,0.41568,0.43250,0.41591,0.41500,0.02416,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_misc_misc_misc_misc_misc_fluoride,fe,2,-0.4032,-0.40317,-0.36976,-0.26191,-0.22242,-0.15332,0.42710,0.40150,0.40151,0.40141,0.40150,-0.44819,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_misc_misc_misc_misc_misc_misc,fe,2,-0.53287,-0.53284,-0.5028,-0.371,-0.37083,-0.32035,0.38903,0.38898,0.38884,0.38884,0.38898,0.38892,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_misc_misc_misc_misc_misc_phosphine,fe,2,-0.54732,-0.54641,-0.5154,-0.39196,-0.37789,-0.36088,0.40494,0.36918,0.37026,0.36640,0.36660,0.19983,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_misc_misc_misc_misc_misc_water,fe,2,-0.5507,-0.54916,-0.5165,-0.43365,-0.3802,-0.04375,0.39624,0.34276,0.34329,0.35686,0.36124,-0.82034,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_misc_misc_misc_misc_phosphine_phosphine,fe,2,-0.56023,-0.56017,-0.52481,-0.4144,-0.38654,-0.36030,0.34585,0.34473,0.33995,0.33878,0.21248,0.21241,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_misc_misc_misc_misc_water_water,fe,2,-0.56499,-0.56455,-0.53215,-0.49259,-0.40112,0.30127,0.29324,0.30663,0.31062,0.32174,-0.82559,-0.82486,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_misc_misc_water_water_water_water,fe,2,-0.59493,-0.59284,-0.55274,-0.54646,-0.51454,1.02724,-0.90504,-0.90401,-0.90487,0.20084,-0.90842,0.20774,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_phosphine_phosphine_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide,fe,2,-0.63437,-0.63059,-0.58772,-0.58521,-0.48601,0.07525,0.07228,0.05889,-0.14666,-0.14629,-0.15858,-0.15850,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_phosphine_phosphine_phosphine_phosphine_carbonyl_carbonyl,fe,2,-0.66825,-0.66442,-0.63169,-0.49374,-0.48486,-0.52309,0.58100,0.57692,0.15490,0.15798,0.14609,0.14889,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_phosphine_phosphine_phosphine_phosphine_chloride_chloride,fe,2,-0.28462,-0.23812,-0.23788,-0.18393,-0.16167,-0.16362,0.17233,0.17181,0.17210,0.17201,-0.46907,-0.46907,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_phosphine_phosphine_phosphine_phosphine_cyanide_cyanide,fe,2,-0.29432,-0.28188,-0.28142,-0.16709,-0.14753,-0.51780,-0.05217,-0.06278,0.23536,0.23076,0.23195,0.22196,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_phosphine_phosphine_phosphine_phosphine_misc_misc,fe,2,-0.60219,-0.57961,-0.5497,-0.43896,-0.42215,-0.39867,0.29270,0.29114,0.16694,0.16628,0.15382,0.15402,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_phosphine_phosphine_phosphine_phosphine_phosphine_carbonyl,fe,2,-0.64859,-0.64586,-0.60857,-0.60241,-0.46737,-0.47951,0.56325,0.13951,0.13140,0.13341,0.13368,0.10617,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_phosphine_phosphine_phosphine_phosphine_phosphine_chloride,fe,2,-0.48047,-0.45433,-0.42982,-0.32759,-0.30605,-0.35605,0.15676,0.15059,0.14713,0.14925,0.14593,-0.35982,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_phosphine_phosphine_phosphine_phosphine_phosphine_misc,fe,2,-0.61275,-0.60049,-0.56297,-0.45155,-0.44054,-0.41436,0.28177,0.14509,0.14155,0.13535,0.13098,0.11048,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_phosphine_phosphine_phosphine_phosphine_phosphine_water,fe,2,-0.64245,-0.62735,-0.61832,-0.57907,-0.45871,-0.06026,-0.85945,0.09950,0.07873,0.08015,0.08308,0.09561,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_phosphine_phosphine_phosphine_phosphine_water_water,fe,2,-0.64269,-0.64143,-0.58776,-0.57566,-0.46836,0.47146,-0.89969,-0.90180,0.03785,0.03541,0.03403,0.03364,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_phosphine_phosphine_water_water_water_water,fe,2,-0.63777,-0.61988,-0.61731,-0.61336,-0.57943,1.02762,-0.92103,-0.91162,-0.91434,-0.91725,-0.05398,0.52567,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_water_water_water_water_acetonitrile_acetonitrile,fe,2,-0.58115,-0.58102,-0.54331,-0.54315,-0.52138,1.19085,-0.90308,-0.91051,-0.90192,-0.90446,-0.53236,-0.53251,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_water_water_water_water_ammonia_ammonia,fe,2,-0.60646,-0.60571,-0.56582,-0.55768,-0.53485,1.20513,-1.09349,-1.09344,-0.91816,-0.91816,-0.91826,-0.91831,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_water_water_water_water_carbonyl_carbonyl,fe,2,-0.70179,-0.69368,-0.62451,-0.61219,-0.59722,1.05994,-0.91895,-0.91899,-0.92150,-0.92153,0.48836,0.48830,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_water_water_water_water_chloride_chloride,fe,2,-0.31319,-0.24906,-0.23601,-0.23577,-0.21281,0.91707,-0.88077,-0.89488,-0.88062,-0.89662,-0.62030,-0.62258,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_water_water_water_water_misc_misc,fe,2,-0.59039,-0.587,-0.55348,-0.55155,-0.51051,1.02464,-0.89662,-0.89667,-0.90593,-0.90596,0.20450,0.20448,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_water_water_water_water_water_acetonitrile,fe,2,-0.59771,-0.59702,-0.56073,-0.55607,-0.53878,1.22140,-0.91231,-0.91883,-0.91367,-0.91758,-0.54426,-0.91823,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_water_water_water_water_water_ammonia,fe,2,-0.61128,-0.60629,-0.56785,-0.56058,-0.54907,1.22655,-0.92353,-0.92193,-0.92501,-0.92123,-1.09372,-0.92160,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_water_water_water_water_water_carbonyl,fe,2,-0.67923,-0.62521,-0.59884,-0.59563,-0.57848,1.16506,-0.92216,-0.92177,-0.92422,-0.92322,-0.92278,0.47340,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_water_water_water_water_water_chloride,fe,2,-0.4663,-0.46012,-0.40443,-0.39221,-0.36737,1.01340,-0.89604,-0.89909,-0.90826,-0.91072,-0.90520,-0.55720,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_water_water_water_water_water_misc,fe,2,-0.60036,-0.5995,-0.56365,-0.56254,-0.53363,1.14189,-0.90968,-0.91101,-0.91664,-0.91309,-0.91665,0.17560,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_water_water_water_water_water_phosphine,fe,2,-0.61445,-0.61176,-0.57641,-0.57299,-0.53528,1.14712,-0.92127,-0.91704,-0.92230,-0.91909,-0.92253,-0.07428,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_2_water_water_water_water_water_water,fe,2,-0.62305,-0.62217,-0.57912,-0.57512,-0.56523,1.24120,-0.92369,-0.92353,-0.92306,-0.92293,-0.92332,-0.92214,0.09143346000018937,0.14409078000016962,0.16949524000006022,2.6639960200000132,5.352529350000168
fe_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile,fe,3,-0.69263,-0.69262,-0.69253,-0.36343,-0.36343,1.27718,-0.49393,-0.49395,-0.49393,-0.49383,-0.49386,-0.49385,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_ammonia,fe,3,-0.70665,-0.70662,-0.7047,-0.70272,-0.67879,1.29190,-0.51410,-0.51506,-0.51278,-0.51357,-0.50473,-1.00685,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_carbonyl,fe,3,-0.72021,-0.71986,-0.66795,-0.66258,-0.39342,0.82280,-0.48359,-0.48532,-0.48277,-0.48612,-0.46940,0.65190,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_chloride,fe,3,-0.57836,-0.57815,-0.56233,-0.51545,-0.50761,1.07822,-0.46873,-0.46853,-0.46885,-0.46869,-0.46583,-0.15966,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_cyanide,fe,3,-0.5877,-0.58749,-0.58317,-0.51371,-0.45596,0.82703,-0.01349,-0.43910,-0.43902,-0.43875,-0.43878,-0.44726,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_fluoride,fe,3,-0.58314,-0.58142,-0.572,-0.56938,-0.53277,1.30017,-0.36473,-0.47534,-0.47532,-0.47502,-0.47499,-0.47936,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_misc,fe,3,-0.70151,-0.64154,-0.621,-0.381,-0.37363,0.86468,-0.46821,-0.46821,-0.46819,-0.46821,0.33732,-0.47034,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_phosphine,fe,3,-0.70904,-0.70882,-0.70171,-0.65626,-0.6094,0.85778,-0.49219,-0.49185,-0.48587,-0.48551,-0.47753,0.19361,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_water,fe,3,-0.71088,-0.70851,-0.70774,-0.70644,-0.37779,1.32649,-0.86154,-0.50252,-0.50776,-0.50841,-0.51689,-0.51785,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_ammonia_ammonia,fe,3,-0.72907,-0.72261,-0.72244,-0.68006,-0.6449,1.10261,-0.51404,-0.51414,-0.51423,-0.51420,-1.00598,-1.00591,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_carbonyl_carbonyl,fe,3,-0.74373,-0.7396,-0.7396,-0.69073,-0.68184,0.61532,-0.49640,-0.49642,-0.49654,-0.49651,0.65846,0.65841,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_cyanide_cyanide,fe,3,-0.442,-0.43444,-0.39729,-0.39721,-0.331,0.84148,-0.05422,-0.05432,-0.40809,-0.40820,-0.40589,-0.40577,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_fluoride_fluoride,fe,3,-0.45896,-0.44342,-0.40493,-0.40489,-0.3553,1.32819,-0.48173,-0.48204,-0.43052,-0.43050,-0.43060,-0.43061,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_phosphine_phosphine,fe,3,-0.72353,-0.71719,-0.71711,-0.66258,-0.60575,0.68735,-0.49854,-0.49863,-0.50208,-0.50218,0.16653,0.16666,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_water_water,fe,3,-0.74096,-0.72671,-0.72384,-0.72329,-0.39413,1.37518,-0.86354,-0.86361,-0.53909,-0.53897,-0.52358,-0.52360,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_acetonitrile_acetonitrile_ammonia_ammonia_ammonia_ammonia,fe,3,-0.83045,-0.82357,-0.75501,-0.697,-0.68469,1.18064,-0.55668,-0.55647,-1.03195,-1.03073,-1.03204,-1.03221,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_acetonitrile_acetonitrile_water_water_water_water,fe,3,-0.80988,-0.7966,-0.79373,-0.78014,-0.77358,1.45331,-0.56452,-0.56999,-0.88565,-0.88753,-0.88006,-0.88155,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_ammonia_ammonia_ammonia_ammonia_acetonitrile_acetonitrile,fe,3,-0.8308,-0.83079,-0.75294,-0.70469,-0.67523,1.17526,-0.56061,-0.56057,-1.03024,-1.03024,-1.02988,-1.02982,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_ammonia_ammonia_ammonia_ammonia_ammonia_acetonitrile,fe,3,-0.88437,-0.84896,-0.84799,-0.71705,-0.70237,1.21432,-0.58057,-1.04226,-1.04072,-1.04396,-1.04356,-1.04229,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_ammonia_ammonia_ammonia_ammonia_ammonia_ammonia,fe,3,-0.91048,-0.9099,-0.90974,-0.73176,-0.73171,1.24959,-1.05372,-1.05341,-1.05366,-1.05368,-1.05375,-1.05324,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_ammonia_ammonia_ammonia_ammonia_ammonia_carbonyl,fe,3,-0.92975,-0.92958,-0.92808,-0.75426,-0.74697,1.04585,0.56521,-1.04387,-1.04327,-1.04450,-1.04751,-1.04681,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_ammonia_ammonia_ammonia_ammonia_ammonia_chloride,fe,3,-0.72477,-0.72461,-0.6347,-0.57808,-0.55312,1.13634,-1.05123,-1.05287,-1.04914,-0.25186,-1.05153,-1.05420,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_ammonia_ammonia_ammonia_ammonia_ammonia_cyanide,fe,3,-0.72949,-0.72844,-0.60625,-0.55888,-0.52387,1.02041,-0.15569,-1.02922,-1.03196,-1.03101,-1.03288,-1.04903,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_ammonia_ammonia_ammonia_ammonia_ammonia_fluoride,fe,3,-0.73086,-0.73,-0.72696,-0.55301,-0.54718,1.20780,-0.48824,-1.04427,-1.04481,-1.04546,-1.04613,-1.05324,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_ammonia_ammonia_ammonia_ammonia_ammonia_misc,fe,3,-0.8844,-0.86587,-0.86553,-0.70651,-0.70121,1.07979,0.20970,-1.03841,-1.03759,-1.03785,-1.04128,-1.04789,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_ammonia_ammonia_ammonia_ammonia_ammonia_phosphine,fe,3,-0.9014,-0.90086,-0.89882,-0.72377,-0.70265,1.06665,-1.04742,-1.05116,-1.04906,-1.05036,-1.05380,0.05868,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_ammonia_ammonia_ammonia_ammonia_ammonia_water,fe,3,-0.92756,-0.92483,-0.92404,-0.92365,-0.7508,1.39087,-0.90621,-1.04895,-1.05909,-1.06395,-1.05727,-1.06264,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_ammonia_ammonia_ammonia_ammonia_carbonyl_carbonyl,fe,3,-0.94898,-0.94896,-0.94685,-0.77783,-0.76285,0.81864,0.58516,0.58504,-1.03682,-1.03677,-1.03650,-1.03648,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_ammonia_ammonia_ammonia_ammonia_cyanide_cyanide,fe,3,-0.47221,-0.44246,-0.44246,-0.40638,-0.35132,0.81106,-0.13266,-0.13280,-1.00347,-1.00347,-1.00430,-1.00424,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_ammonia_ammonia_ammonia_ammonia_fluoride_fluoride,fe,3,-0.55079,-0.43862,-0.4386,-0.41429,-0.37254,1.33201,-0.52807,-0.52833,-1.04293,-1.04293,-1.04293,-1.04298,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_ammonia_ammonia_ammonia_ammonia_misc_misc,fe,3,-0.84847,-0.68179,-0.67221,-0.42973,-0.42971,0.88909,0.23047,0.23040,-1.02378,-1.02374,-1.02349,-1.02350,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_ammonia_ammonia_ammonia_ammonia_phosphine_phosphine,fe,3,-0.88765,-0.83308,-0.83303,-0.71565,-0.68876,0.88480,-1.04410,-1.04389,-1.04536,-1.04511,0.04789,0.04634,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_ammonia_ammonia_ammonia_ammonia_water_water,fe,3,-0.94219,-0.93949,-0.93514,-0.82884,-0.74336,1.41979,-1.06773,-1.06788,-1.06352,-1.06343,-0.91162,-0.91195,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_carbonyl_carbonyl_ammonia_ammonia_ammonia_ammonia,fe,3,-0.94647,-0.94604,-0.94572,-0.77643,-0.76691,0.86268,0.57502,-1.03514,-1.03570,-1.03971,-1.04003,0.56977,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_carbonyl_carbonyl_carbonyl_carbonyl_acetonitrile_acetonitrile,fe,3,-0.87188,-0.87049,-0.79403,-0.75074,-0.74657,0.24892,-0.52068,-0.52069,0.64443,0.64442,0.64335,0.64335,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_carbonyl_carbonyl_carbonyl_carbonyl_ammonia_ammonia,fe,3,-0.97731,-0.97666,-0.97539,-0.82466,-0.80348,0.41951,0.60535,0.60225,0.60262,0.60216,-1.02074,-1.02073,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_acetonitrile,fe,3,-0.94924,-0.91882,-0.79329,-0.79099,-0.58941,0.09606,-0.49858,0.63347,0.63345,0.63331,0.63330,0.61743,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_ammonia,fe,3,-0.98948,-0.98877,-0.84219,-0.83027,-0.62659,0.23309,0.61301,0.61083,0.61142,0.61110,-1.00689,0.60490,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl,fe,3,-1.00273,-0.86174,-0.85815,-0.63873,-0.63873,0.02164,0.62347,0.62343,0.62316,0.62316,0.62314,0.62314,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_fluoride,fe,3,-0.82509,-0.7564,-0.75558,-0.66082,-0.65613,0.14070,-0.21191,0.63177,0.63174,0.63162,0.63151,0.60468,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_misc,fe,3,-0.95148,-0.94387,-0.9421,-0.79057,-0.7769,-0.06918,0.29838,0.63596,0.63592,0.63587,0.63586,0.62046,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_carbonyl_carbonyl_carbonyl_carbonyl_fluoride_fluoride,fe,3,-0.64468,-0.52588,-0.51974,-0.51972,-0.44786,0.80213,-0.41873,-0.41910,0.58562,0.58565,0.58462,0.58465,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_carbonyl_carbonyl_carbonyl_carbonyl_misc_misc,fe,3,-0.89148,-0.74558,-0.71647,-0.55995,-0.54127,-0.08887,0.28822,0.28821,0.64896,0.64895,0.64900,0.64899,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_carbonyl_carbonyl_carbonyl_carbonyl_water_water,fe,3,-0.98179,-0.98055,-0.97847,-0.87201,-0.83627,0.54256,-0.82828,-0.82832,0.59469,0.59473,0.59575,0.59580,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_carbonyl_carbonyl_water_water_water_water,fe,3,-0.88209,-0.8783,-0.87766,-0.86586,-0.85463,1.30194,-0.86316,-0.88189,-0.88083,-0.88059,0.51644,0.51243,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_cyanide_cyanide_cyanide_cyanide_ammonia_ammonia,fe,3,-0.16311,-0.15898,-0.15897,-0.0804,-0.02202,0.43529,-0.02153,-0.02244,-0.02022,-0.02332,-0.97035,-0.97034,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_cyanide_cyanide_cyanide_cyanide_carbonyl_carbonyl,fe,3,-0.19305,-0.07381,-0.04531,0.04186,0.04186,-0.22935,0.71940,0.71940,0.04503,0.04503,0.04503,0.04503,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_cyanide_cyanide_cyanide_cyanide_chloride_chloride,fe,3,0.17398,0.23075,0.42195,0.4598,0.46063,0.68613,0.01315,0.01315,0.01296,0.01295,-0.68999,-0.69172,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_cyanide_cyanide_cyanide_cyanide_cyanide_cyanide,fe,3,0.25288,0.25294,0.43166,0.43166,0.4318,0.11620,0.08746,0.08747,0.08751,0.08751,0.08751,0.08751,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_cyanide_cyanide_cyanide_cyanide_cyanide_fluoride,fe,3,0.12916,0.1301,0.25344,0.26895,0.44866,0.36826,-0.52503,0.06918,0.07079,0.07117,0.07051,0.07094,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_cyanide_cyanide_cyanide_cyanide_fluoride_fluoride,fe,3,0.14758,0.1724,0.17252,0.25353,0.2817,0.62620,-0.56488,-0.56488,0.05226,0.05222,0.05220,0.05216,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_cyanide_cyanide_cyanide_cyanide_misc_misc,fe,3,-0.15313,-0.02661,-0.00524,0.09303,0.09304,-0.06947,0.48949,0.48947,0.04793,0.04793,0.04793,0.04791,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_cyanide_cyanide_cyanide_cyanide_phosphine_phosphine,fe,3,-0.17462,-0.1716,-0.17123,-0.06389,-0.02764,-0.13553,0.00602,0.00600,0.00601,0.00590,0.30494,0.30490,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_cyanide_cyanide_cyanide_cyanide_water_water,fe,3,-0.18166,-0.17652,-0.17416,-0.04815,0.14294,0.68339,-0.02068,-0.04508,-0.07244,-0.09200,-0.83257,-0.83512,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_cyanide_cyanide_water_water_water_water,fe,3,-0.54069,-0.49557,-0.48982,-0.45558,-0.38137,1.02469,-0.10571,-0.11927,-0.87773,-0.87265,-0.87138,-0.86581,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_fluoride_fluoride_ammonia_ammonia_ammonia_ammonia,fe,3,-0.4576,-0.45475,-0.44361,-0.40768,-0.39009,1.32466,-0.49501,-0.51350,-1.05439,-1.05281,-1.05512,-1.06116,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_misc_misc_misc_misc_acetonitrile_acetonitrile,fe,3,-0.69741,-0.62496,-0.58351,-0.40096,-0.38568,0.41462,-0.46305,-0.46292,0.33877,0.33880,0.33875,0.33872,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_misc_misc_misc_misc_ammonia_ammonia,fe,3,-0.72428,-0.71931,-0.63845,-0.61959,-0.43409,0.50451,0.29014,0.28929,0.28923,0.28832,-0.99334,-0.99346,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_misc_misc_misc_misc_carbonyl_carbonyl,fe,3,-0.73929,-0.7365,-0.73649,-0.6567,-0.63806,-0.04478,0.66967,0.66972,0.31882,0.31878,0.31877,0.31872,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_misc_misc_misc_misc_cyanide_cyanide,fe,3,-0.47282,-0.40323,-0.40322,-0.32036,-0.28163,-0.04044,0.42008,0.42001,0.42002,0.41998,-0.00428,-0.00441,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_misc_misc_misc_misc_fluoride_fluoride,fe,3,-0.46108,-0.39471,-0.39467,-0.30713,-0.30442,0.48540,-0.44789,-0.44821,0.38603,0.38595,0.38598,0.38593,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_misc_misc_misc_misc_misc_acetonitrile,fe,3,-0.6014,-0.58178,-0.40397,-0.39976,-0.39732,0.23910,0.34729,0.34271,0.34275,0.34349,0.34352,-0.46225,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
